ID,U0,U1,U2,U3,U4,U5,U6,U7,U8,PX0,PY0,PX1,PY1,PX2,PY2,PX3,PY3,PX4,PY4
2903,0,0,0,0,0.314207,1,1,1,1,0.893381,0.605588,0.935447,0.391331,0.497306,0.147919,0.16037,0.268164,0.698617,0.42931
2904,0,0,0,0,0.421446,1,1,1,1,0.928899,0.800331,0.872224,0.565312,0.405924,0.69318,0.276231,0.935594,0.121494,0.954768
2905,0,0,0,0,0.200104,1,1,1,1,0.573065,0.63649,0.488601,0.149748,0.497409,0.117831,0.164162,0.594516,0.912938,0.057543
2906,0,0,0,0,0.838885,1,1,1,1,0.848385,0.448874,0.69741,0.996303,0.609244,0.965574,0.69492,0.0385541,0.279782,0.623819
2907,0,0,0,0,0.0566203,1,1,1,1,0.152006,0.189131,0.24481,0.845186,0.465362,0.180403,0.96668,0.42013,0.60185,0.539745
2908,0,0,0,0,0.360073,1,1,1,1,0.0904509,0.689494,0.554029,0.208282,0.853656,0.148545,0.12122,0.911199,0.34865,0.969605
2909,0,0,0,0,0.473779,1,1,1,1,0.0460597,0.965908,0.969317,0.0116341,0.660829,0.00787154,0.291416,0.284648,0.846757,0.443421
2910,0,0,0,0,0.484526,1,1,1,1,0.0915669,0.288607,0.939141,0.27197,0.255287,0.359271,0.87382,0.795033,0.415892,0.964271
2911,0,0,0,0,0.229287,1,1,1,1,0.969921,0.172553,0.338183,0.118466,0.293774,0.249382,0.467116,0.263378,0.609455,0.513175
2912,0,0,0,0,0.548254,1,1,1,1,0.578772,0.52481,0.890115,0.586644,0.816225,0.174763,0.433401,0.259647,0.648542,0.524968
2913,0,0,0,0,0.807583,1,1,1,1,0.587684,0.796938,0.803541,0.946955,0.670759,0.598574,0.362847,0.63503,0.0831004,0.332768
2914,0,0,0,0,0.956335,1,1,1,1,0.421283,0.451234,0.101357,0.670665,0.91835,0.364735,0.28012,0.431525,0.594022,0.858892
2915,0,0,0,0,0.200843,1,1,1,1,0.484137,0.445536,0.77256,0.658901,0.878937,0.032207,0.307443,0.403905,0.580461,0.895127
2916,0,0,0,0,0.98893,1,1,1,1,0.384002,0.842082,0.871602,0.982577,0.204929,0.506632,0.0656769,0.537696,0.314215,0.48696
2917,0,0,0,0,0.742172,1,1,1,1,0.415572,0.157624,0.90728,0.780307,0.437744,0.338805,0.374329,0.296636,0.29514,0.858466
2918,0,0,0,0,0.562018,1,1,1,1,0.0677002,0.517367,0.621109,0.0999072,0.82481,0.0250136,0.680368,0.719936,0.225857,0.0643708
2919,0,0,0,0,0.757209,1,1,1,1,0.0974585,0.0469473,0.766947,0.60409,0.112624,0.304644,0.918305,0.599584,0.293574,0.333877
2920,0,0,0,0,0.864346,1,1,1,1,0.200854,0.114184,0.194953,0.539659,0.488513,0.491588,0.834799,0.346979,0.23376,0.902499
2921,0,0,0,0,0.794093,1,1,1,1,0.854869,0.0024066,0.689155,0.879883,0.682775,0.409092,0.105739,0.747146,0.97111,0.203198
2922,0,0,0,0,0.173654,1,1,1,1,0.738057,0.807288,0.906717,0.0427007,0.725593,0.506302,0.336275,0.0594699,0.26351,0.537128
2923,0,0,0,0,0.816493,1,1,1,1,0.458463,0.0767875,0.662167,0.950051,0.911587,0.00914556,0.183811,0.814086,0.873491,0.0386802
2924,0,0,0,0,0.0347879,1,1,1,1,0.562647,0.918563,0.499268,0.971738,0.0243021,0.246413,0.942848,0.2275,0.0405064,0.680906
2925,0,0,0,0,0.673797,1,1,1,1,0.947224,0.723606,0.760381,0.453525,0.0598807,0.819851,0.717035,0.597009,0.993505,0.175498
2926,0,0,0,0,0.266603,1,1,1,1,0.655671,0.125549,0.585383,0.664817,0.30936,0.399469,0.538308,0.348041,0.215962,0.100955
2927,0,0,0,0,0.420053,1,1,1,1,0.715229,0.0726929,0.290905,0.961643,0.0155413,0.518405,0.00214909,0.696447,0.553193,0.949373
2928,0,0,0,0,0.420981,1,1,1,1,0.313574,0.402898,0.479934,0.133425,0.119934,0.0769428,0.12693,0.295432,0.750739,0.782601
2929,0,0,0,0,0.159374,1,1,1,1,0.336123,0.447418,0.730341,0.735592,0.985726,0.0783816,0.951554,0.0866809,0.344985,0.666783
2930,0,0,0,0,0.982846,1,1,1,1,0.63589,0.628426,0.174915,0.154296,0.630575,0.871362,0.707489,0.579948,0.291415,0.0210632
2931,0,0,0,0,0.511438,1,1,1,1,0.771349,0.154488,0.10278,0.848291,0.281418,0.398211,0.599031,0.0640195,0.819192,0.935154
2932,0,0,0,0,0.917508,1,1,1,1,0.549533,0.670745,0.497164,0.627915,0.622299,0.583845,0.9729,0.289082,0.743219,0.60879
2933,0,0,0,0,0.646126,1,1,1,1,0.918134,0.763086,0.548083,0.789496,0.470574,0.128031,0.0809104,0.491638,0.110877,0.852259
2934,0,0,0,0,0.90548,1,1,1,1,0.213657,0.70055,0.927544,0.611868,0.299581,0.991564,0.43106,0.234735,0.503001,0.980593
2935,0,0,0,0,0.953283,1,1,1,1,0.000165318,0.608508,0.527779,0.58401,0.581407,0.816862,0.327229,0.190197,0.73437,0.245362
2936,0,0,0,0,0.668578,1,1,1,1,0.282453,0.034858,0.423857,0.410484,0.115768,0.915495,0.521361,0.968027,0.561621,0.735018
2937,0,0,0,0,0.367047,1,1,1,1,0.489165,0.346886,0.968159,0.480729,0.777946,0.202894,0.98373,0.758539,0.108374,0.983895
2938,0,0,0,0,0.175355,1,1,1,1,0.636154,0.567906,0.948454,0.453016,0.895134,0.138651,0.187386,0.140497,0.0919337,0.469839
2939,0,0,0,0,0.483588,1,1,1,1,0.515791,0.880323,0.291123,0.431286,0.401684,0.259151,0.992906,0.136702,0.927728,0.482071
2940,0,0,0,0,0.498332,1,1,1,1,0.895888,0.9628,0.261534,0.0987819,0.94653,0.020073,0.207156,0.930426,0.38712,0.84331
2941,0,0,0,0,0.833873,1,1,1,1,0.335574,0.296326,0.393466,0.474225,0.483711,0.533963,0.566158,0.95355,0.709317,0.0819493
2942,0,0,0,0,0.951013,1,1,1,1,0.00044058,0.513235,0.235557,0.259591,0.506141,0.37226,0.18732,0.988213,0.855848,0.0832074
2943,0,0,0,0,0.528781,1,1,1,1,0.117382,0.181989,0.897544,0.137455,0.389146,0.827969,0.524575,0.232456,0.326301,0.860148
2944,0,0,0,0,0.495716,1,1,1,1,0.719767,0.334373,0.0124925,0.25373,0.900531,0.966042,0.963047,0.982481,0.799915,0.963488
2945,0,0,0,0,0.675595,1,1,1,1,0.0354726,0.223079,0.0018569,0.407732,0.410398,0.99007,0.26358,0.493606,0.941083,0.380962
2946,0,0,0,0,0.237514,1,1,1,1,0.838626,0.518417,0.0647407,0.666596,0.0429923,0.297196,0.992897,0.903141,0.825978,0.712664
2947,0,0,0,0,0.116007,1,1,1,1,0.83847,0.966393,0.138045,0.804512,0.92944,0.120526,0.604428,0.892928,0.616241,0.6399
2948,0,0,0,0,0.210593,1,1,1,1,0.618098,0.0476327,0.526405,0.608168,0.311213,0.0200108,0.54925,0.692175,0.695606,0.387877
2949,0,0,0,0,0.726426,1,1,1,1,0.760346,0.0544725,0.253585,0.0575428,0.0473693,0.156726,0.88352,0.760033,0.394239,0.721991
2950,0,0,0,0,0.818464,1,1,1,1,0.532284,0.526503,0.655866,0.65281,0.130931,0.548794,0.269051,0.770831,0.664801,0.887149
2951,0,0,0,0,0.486916,1,1,1,1,0.191206,0.495316,0.129677,0.211216,0.0445667,0.821852,0.906822,0.432444,0.0324446,0.667169
2952,0,0,0,0,0.856725,1,1,1,1,0.28603,0.724712,0.534285,0.442755,0.608232,0.294318,0.836994,0.330222,0.0207443,0.369278
2953,0,0,0,0,0.673603,1,1,1,1,0.676611,0.0220879,0.987656,0.225405,0.291139,0.758487,0.890205,0.178287,0.576951,0.0814109
2954,0,0,0,0,0.59133,1,1,1,1,0.706628,0.292627,0.71817,0.528479,0.199449,0.150614,0.560924,0.866618,0.63753,0.846954
2955,0,0,0,0,0.518069,1,1,1,1,0.171815,0.289709,0.199562,0.466133,0.126703,0.529784,0.486878,0.495982,0.386509,0.163488
2956,0,0,0,0,0.653136,1,1,1,1,0.374166,0.388893,0.809208,0.132653,0.279098,0.987495,0.709604,0.360509,0.661098,0.416231
2957,0,0,0,0,0.642298,1,1,1,1,0.379268,0.944711,0.852586,0.529882,0.505635,0.719204,0.167412,0.352589,0.310533,0.339227
2958,0,0,0,0,0.844618,1,1,1,1,0.510095,0.80536,0.769001,0.0398791,0.292238,0.264982,0.426389,0.455726,0.783052,0.800554
2959,0,0,0,0,0.989947,1,1,1,1,0.59226,0.933207,0.123716,0.579755,0.642811,0.484225,0.240853,0.0590422,0.137361,0.620121
2960,0,0,0,0,0.273275,1,1,1,1,0.150003,0.509388,0.709151,0.317415,0.861977,0.0196841,0.656642,0.504274,0.529779,0.462002
2961,0,0,0,0,0.1783,1,1,1,1,0.569658,0.75424,0.538258,0.996047,0.209966,0.321309,0.796601,0.054584,0.913569,0.729808
2962,0,0,0,0,0.944803,1,1,1,1,0.493324,0.372619,0.662526,0.734177,0.431661,0.799887,0.354298,0.435414,0.789834,0.504301
2963,0,0,0,0,0.6946,1,1,1,1,0.498985,0.821717,0.806779,0.518669,0.478359,0.311054,0.0484482,0.940361,0.584329,0.618107
2964,0,0,0,0,0.513182,1,1,1,1,0.122586,0.614153,0.904566,0.443896,0.410755,0.95915,0.357465,0.140563,0.137451,0.850788
2965,0,0,0,0,0.265281,1,1,1,1,0.799976,0.584965,0.944843,0.599863,0.939263,0.380258,0.389698,0.443564,0.325061,0.888682
2966,0,0,0,0,0.68806,1,1,1,1,0.13184,0.407351,0.743639,0.442894,0.4558,0.684,0.0272226,0.0739062,0.3786,0.149809
2967,0,0,0,0,0.386922,1,1,1,1,0.283166,0.593705,0.0988144,0.242317,0.951169,0.239377,0.379767,0.801958,0.75256,0.179743
2968,0,0,0,0,0.465338,1,1,1,1,0.697403,0.779607,0.326185,0.077661,0.169304,0.769749,0.402722,0.057987,0.0350301,0.534561
2969,0,0,0,0,0.748191,1,1,1,1,0.77867,0.977455,0.921138,0.46267,0.00467758,0.995044,0.84127,0.154487,0.683104,0.124437
2970,0,0,0,0,0.70587,1,1,1,1,0.781919,0.366753,0.699361,0.021296,0.74652,0.501318,0.773856,0.926264,0.88824,0.471259
2971,0,0,0,0,0.463657,1,1,1,1,0.214426,0.54892,0.875175,0.984175,0.951641,0.933162,0.019205,0.486202,0.3985,0.797875
2972,0,0,0,0,0.593004,1,1,1,1,0.319639,0.260544,0.468335,0.314683,0.101814,0.622822,0.997787,0.226251,0.371013,0.779706
2973,0,0,0,0,0.595035,1,1,1,1,0.0703737,0.801002,0.339524,0.571692,0.574857,0.265788,0.459932,0.0461159,0.971658,0.674358
2974,0,0,0,0,0.736156,1,1,1,1,0.846833,0.658533,0.546677,0.779995,0.677738,0.0328789,0.178495,0.475612,0.496536,0.498134
2975,0,0,0,0,0.391312,1,1,1,1,0.964871,0.812817,0.83797,0.587693,0.810604,0.0642212,0.958706,0.59031,0.657225,0.0290797
2976,0,0,0,0,0.393594,1,1,1,1,0.996749,0.600772,0.966169,0.262537,0.0607038,0.0122848,0.234195,0.735062,0.60732,0.0810277
2977,0,0,0,0,0.350469,1,1,1,1,0.153997,0.861023,0.0713321,0.186876,0.039518,0.546944,0.683412,0.537652,0.283101,0.648283
2978,0,0,0,0,0.824534,1,1,1,1,0.121071,0.235976,0.161073,0.185292,0.194683,0.751383,0.842517,0.223762,0.142695,0.839266
2979,0,0,0,0,0.278048,1,1,1,1,0.108863,0.101803,0.885238,0.121148,0.335997,0.620299,0.728468,0.417025,0.0138936,0.882465
2980,0,0,0,0,0.637013,1,1,1,1,0.0852258,0.0693408,0.317566,0.63217,0.752753,0.855218,0.915271,0.401036,0.205687,0.0363419
2981,0,0,0,0,0.765229,1,1,1,1,0.36676,0.221634,0.831695,0.118143,0.0641514,0.0554576,0.260838,0.903418,0.879991,0.369701
2982,0,0,0,0,0.353857,1,1,1,1,0.490849,0.341218,0.385528,0.219318,0.758243,0.399422,0.101783,0.0362911,0.484648,0.171124
2983,0,0,0,0,0.793621,1,1,1,1,0.116818,0.923877,0.209075,0.0320884,0.324913,0.414762,0.0684302,0.961926,0.781522,0.290064
2984,0,0,0,0,0.604072,1,1,1,1,0.899665,0.354216,0.849079,0.160502,0.257634,0.72907,0.530203,0.262854,0.494299,0.0210523
2985,0,0,0,0,0.437153,1,1,1,1,0.879827,0.24037,0.362315,0.279249,0.342153,0.398606,0.763896,0.513277,0.752463,0.880714
2986,0,0,0,0,0.625513,1,1,1,1,0.961538,0.912802,0.762066,0.3763,0.981233,0.723992,0.157822,0.271297,0.517613,0.0574862
2987,0,0,0,0,0.00961387,1,1,1,1,0.366692,0.217988,0.883146,0.0957621,0.748191,0.146001,0.590061,0.769244,0.750073,0.469888
2988,0,0,0,0,0.30655,1,1,1,1,0.112388,0.749137,0.351767,0.510995,0.513033,0.865043,0.263458,0.393748,0.302197,0.224996
2989,0,0,0,0,0.0345923,1,1,1,1,0.064263,0.601296,0.287783,0.788255,0.759118,0.55908,0.305868,0.816604,0.184592,0.67256
2990,0,0,0,0,0.577409,1,1,1,1,0.0677389,0.768322,0.782784,0.213739,0.358383,0.552028,0.963812,0.828272,0.561641,0.0762002
2991,0,0,0,0,0.676945,1,1,1,1,0.913408,0.587195,0.0904421,0.778452,0.850653,0.48419,0.0806484,0.0756488,0.79074,0.144911
2992,0,0,0,0,0.679917,1,1,1,1,0.0785221,0.933166,0.436063,0.637602,0.239035,0.252667,0.822194,0.911595,0.287259,0.889933
2993,0,0,0,0,0.73088,1,1,1,1,0.0700427,0.103673,0.0383007,0.62207,0.0674847,0.866572,0.183712,0.143685,0.443981,0.0971201
2994,0,0,0,0,0.034298,1,1,1,1,0.534423,0.875572,0.581532,0.0186126,0.95622,0.657181,0.809352,0.101132,0.334126,0.887874
2995,0,0,0,0,0.341276,1,1,1,1,0.770189,0.525476,0.273333,0.0228553,0.34767,0.184928,0.310114,0.237603,0.864845,0.380157
2996,0,0,0,0,0.158631,1,1,1,1,0.903146,0.00222731,0.40876,0.769718,0.185939,0.552445,0.213699,0.283059,0.283325,0.748122
2997,0,0,0,0,0.989437,1,1,1,1,0.864857,0.766735,0.114851,0.522038,0.576087,0.215983,0.856164,0.463961,0.250281,0.626353
2998,0,0,0,0,0.341707,1,1,1,1,0.523613,0.649208,0.337107,0.708541,0.959322,0.57471,0.573386,0.339479,0.915985,0.476532
2999,0,0,0,0,0.974805,1,1,1,1,0.324746,0.24625,0.527646,0.877191,0.459949,0.810705,0.160515,0.208071,0.969336,0.0253725
3000,0,0,0,0,0.679135,1,1,1,1,0.0841869,0.547411,0.550892,0.30017,0.403575,0.0148525,0.55045,0.0299274,0.00428923,0.074064
3001,0,0,0,0,0.0787727,1,1,1,1,0.341396,0.782605,0.638458,0.916106,0.355991,0.977937,0.832091,0.832523,0.319643,0.156837
3002,0,0,0,0,0.767326,1,1,1,1,0.847289,0.0340273,0.538721,0.657994,0.194543,0.746792,0.62733,0.219915,0.721597,0.711517
3003,0,0,0,0,0.418806,1,1,1,1,0.272489,0.0116864,0.1709,0.287341,0.562137,0.200828,0.29163,0.636201,0.879963,0.633026
3004,0,0,0,0,0.572087,1,1,1,1,0.518421,0.549132,0.774797,0.496358,0.381223,0.60732,0.816001,0.538059,0.686093,0.66329
3005,0,0,0,0,0.671817,1,1,1,1,0.224814,0.321284,0.766629,0.971606,0.948614,0.986545,0.693203,0.660131,0.75387,0.965691
3006,0,0,0,0,0.726821,1,1,1,1,0.924771,0.253033,0.233954,0.125599,0.544663,0.870155,0.00556165,0.177689,0.288961,0.523982
3007,0,0,0,0,0.820916,1,1,1,1,0.0637579,0.0203401,0.108044,0.671078,0.836341,0.646104,0.357171,0.499632,0.21819,0.581985
3008,0,0,0,0,0.465518,1,1,1,1,0.98482,0.553591,0.76953,0.971364,0.246794,0.429661,0.725235,0.212485,0.101478,0.650006
3009,0,0,0,0,0.325488,1,1,1,1,0.335432,0.775604,0.010181,0.205586,0.781166,0.18787,0.494547,0.305148,0.914691,0.558305
3010,0,0,0,0,0.72213,1,1,1,1,0.0227356,0.229383,0.16183,0.668839,0.586554,0.661461,0.887029,0.168539,0.482377,0.871849
3011,0,0,0,0,0.657108,1,1,1,1,0.251907,0.843214,0.968924,0.681567,0.568448,0.181409,0.783045,0.218454,0.646927,0.118477
3012,0,0,0,0,0.567691,1,1,1,1,0.324063,0.775224,0.844978,0.81861,0.0803724,0.75967,0.376915,0.405861,0.782405,0.606298
3013,0,0,0,0,0.052445,1,1,1,1,0.451244,0.192852,0.229152,0.338274,0.361391,0.711529,0.210123,0.0835212,0.963436,0.0533364
3014,0,0,0,0,0.609521,1,1,1,1,0.645003,0.621785,0.233854,0.428048,0.840239,0.880781,0.546525,0.834297,0.537889,0.870588
3015,0,0,0,0,0.865264,1,1,1,1,0.382867,0.689198,0.689894,0.142537,0.0661132,0.0957545,0.924943,0.672411,0.663445,0.376187
3016,0,0,0,0,0.599705,1,1,1,1,0.892597,0.714461,0.226655,0.604126,0.924584,0.310176,0.567562,0.97792,0.362621,0.212565
3017,0,0,0,0,0.746924,1,1,1,1,0.596475,0.640613,0.439944,0.477256,0.187138,0.274241,0.0151456,0.057726,0.883762,0.398013
3018,0,0,0,0,0.55614,1,1,1,1,0.573656,0.54055,0.813037,0.66941,0.465493,0.485449,0.332855,0.84168,0.350712,0.225452
3019,0,0,0,0,0.250318,1,1,1,1,0.577367,0.829578,0.480724,0.887543,0.397139,0.458644,0.250164,0.609704,0.0583487,0.84664
3020,0,0,0,0,0.277605,1,1,1,1,0.498292,0.323896,0.437456,0.772533,0.339042,0.495182,0.656295,0.737055,0.242106,0.22995
3021,0,0,0,0,0.287245,1,1,1,1,0.0551427,0.89936,0.743098,0.540591,0.232215,0.584777,0.891304,0.457667,0.140918,0.468671
3022,0,0,0,0,0.776914,1,1,1,1,0.621642,0.356214,0.684385,0.0802857,0.606379,0.294089,0.138634,0.453018,0.544407,0.636927
3023,0,0,0,0,0.195065,1,1,1,1,0.981862,0.409459,0.115956,0.477044,0.0657542,0.85301,0.71915,0.295704,0.130615,0.774292
3024,0,0,0,0,0.0310722,1,1,1,1,0.873713,0.314884,0.42728,0.45849,0.206187,0.884948,0.599408,0.674858,0.172193,0.22105
3025,0,0,0,0,0.486356,1,1,1,1,0.856578,0.301335,0.637451,0.150667,0.43997,0.0904688,0.695073,0.0768963,0.867383,0.676936
3026,0,0,0,0,0.962305,1,1,1,1,0.983338,0.15398,0.55211,0.836349,0.873129,0.847814,0.966964,0.647422,0.0428791,0.840676
3027,0,0,0,0,0.420959,1,1,1,1,0.470159,0.299166,0.168493,0.355107,0.898574,0.843351,0.5273,0.119624,0.874423,0.383877
3028,0,0,0,0,0.060533,1,1,1,1,0.511873,0.534544,0.860929,0.602342,0.229617,0.937825,0.469725,0.906553,0.424181,0.453064
3029,0,0,0,0,0.396219,1,1,1,1,0.976291,0.289412,0.933662,0.824105,0.256376,0.581084,0.866984,0.0970523,0.543389,0.337143
3030,0,0,0,0,0.137971,1,1,1,1,0.711882,0.69225,0.294793,0.555233,0.21955,0.414416,0.429655,0.603427,0.835375,0.941529
3031,0,0,0,0,0.756072,1,1,1,1,0.696304,0.543871,0.367588,0.634129,0.0135963,0.274141,0.0583097,0.46666,0.334674,0.0346005
3032,0,0,0,0,0.755084,1,1,1,1,0.268337,0.858706,0.0124484,0.849421,0.72569,0.109501,0.39281,0.0628334,0.505719,0.104692
3033,0,0,0,0,0.57498,1,1,1,1,0.800512,0.659925,0.974633,0.214928,0.0895801,0.57806,0.0503035,0.0311089,0.716031,0.746607
3034,0,0,0,0,0.332352,1,1,1,1,0.0836189,0.380736,0.588576,0.35776,0.439046,0.0552364,0.692435,0.473646,0.811309,0.960771
3035,0,0,0,0,0.96762,1,1,1,1,0.823757,0.810192,0.058042,0.933258,0.203003,0.120875,0.438977,0.307695,0.875959,0.239489
3036,0,0,0,0,0.632065,1,1,1,1,0.850592,0.454418,0.0571998,0.428652,0.504721,0.0883087,0.144683,0.251329,0.663289,0.228302
3037,0,0,0,0,0.0494607,1,1,1,1,0.251865,0.586062,0.0711106,0.307102,0.278497,0.544757,0.11841,0.239268,0.877109,0.942168
3038,0,0,0,0,0.00831007,1,1,1,1,0.935151,0.875426,0.252463,0.0560263,0.314403,0.560158,0.931985,0.553892,0.527778,0.782577
3039,0,0,0,0,0.170276,1,1,1,1,0.584978,0.211229,0.513031,0.673286,0.355912,0.76436,0.336575,0.584214,0.396425,0.58844
3040,0,0,0,0,0.831546,1,1,1,1,0.467535,0.895542,0.448773,0.0122922,0.0139525,0.688041,0.889401,0.95612,0.737502,0.824552
3041,0,0,0,0,0.80637,1,1,1,1,0.989965,0.880578,0.145949,0.550124,0.812564,0.699841,0.0779016,0.595141,0.708152,0.662879
3042,0,0,0,0,0.156723,1,1,1,1,0.221183,0.336166,0.162283,0.985543,0.672741,0.746497,0.381967,0.261181,0.916773,0.849502
3043,0,0,0,0,0.456326,1,1,1,1,0.365547,0.861794,0.170676,0.0535881,0.751196,0.126796,0.79109,0.575748,0.958342,0.781056
3044,0,0,0,0,0.408126,1,1,1,1,0.104291,0.331179,0.26889,0.804133,0.409081,0.864031,0.512284,0.0719603,0.670401,0.733467
3045,0,0,0,0,0.812273,1,1,1,1,0.832684,0.719009,0.0808666,0.579181,0.100976,0.342048,0.495954,0.950479,0.498771,0.861501
3046,0,0,0,0,0.818415,1,1,1,1,0.669447,0.915089,0.563468,0.796243,0.70618,0.139216,0.754585,0.487235,0.595542,0.858876
3047,0,0,0,0,0.627769,1,1,1,1,0.864432,0.663009,0.227496,0.728463,0.175293,0.299456,0.398864,0.90876,0.707582,0.231548
3048,0,0,0,0,0.0832738,1,1,1,1,0.788449,0.810729,0.728745,0.130496,0.306683,0.679224,0.629268,0.168185,0.491497,0.298714
3049,0,0,0,0,0.371427,1,1,1,1,0.054965,0.0949573,0.789453,0.194181,0.849542,0.276689,0.789723,0.708418,0.0951036,0.654155
3050,0,0,0,0,0.823759,1,1,1,1,0.322599,0.382618,0.54672,0.622056,0.781482,0.455479,0.329638,0.0130299,0.083248,0.118086
3051,0,0,0,0,0.271522,1,1,1,1,0.811993,0.248583,0.130442,0.491217,0.87785,0.298627,0.982714,0.176565,0.381901,0.0376787
3052,0,0,0,0,0.0583562,1,1,1,1,0.171354,0.23186,0.121064,0.448043,0.0215829,0.829482,0.543146,0.675738,0.200909,0.865746
3053,0,0,0,0,0.184108,1,1,1,1,0.747629,0.487801,0.839838,0.203108,0.817439,0.852868,0.286356,0.935525,0.676627,0.0983491
3054,0,0,0,0,0.841818,1,1,1,1,0.807069,0.589566,0.0619582,0.105696,0.57228,0.238523,0.487597,0.609958,0.510045,0.658951
3055,0,0,0,0,0.437334,1,1,1,1,0.631109,0.106993,0.863401,0.460591,0.650139,0.539139,0.6615,0.515885,0.597495,0.409129
3056,0,0,0,0,0.879594,1,1,1,1,0.612237,0.821125,0.290202,0.898593,0.75665,0.966828,0.996942,0.940758,0.773898,0.586508
3057,0,0,0,0,0.842984,1,1,1,1,0.158788,0.241239,0.36719,0.768746,0.751284,0.0261406,0.610565,0.382393,0.133134,0.473966
3058,0,0,0,0,0.338136,1,1,1,1,0.783273,0.0131049,0.504484,0.299158,0.6106,0.913614,0.302845,0.0479339,0.525851,0.12397
3059,0,0,0,0,0.0653347,1,1,1,1,0.424444,0.88062,0.304964,0.421386,0.821379,0.0788616,0.00789423,0.824095,0.958455,0.166682
3060,0,0,0,0,0.0330636,1,1,1,1,0.325645,0.935429,0.816619,0.351786,0.545993,0.199012,0.48492,0.0199587,0.0419957,0.268193
3061,0,0,0,0,0.874786,1,1,1,1,0.54648,0.567351,0.643664,0.460094,0.870196,0.691598,0.985945,0.994165,0.0297335,0.410389
3062,0,0,0,0,0.94178,1,1,1,1,0.334698,0.831775,0.696164,0.413559,0.839669,0.52026,0.372014,0.00635115,0.585594,0.69766
3063,0,0,0,0,0.369909,1,1,1,1,0.402213,0.0494455,0.487773,0.601225,0.534365,0.507732,0.643221,0.802558,0.540795,0.189701
3064,0,0,0,0,0.877903,1,1,1,1,0.184459,0.649795,0.240104,0.876057,0.635739,0.23427,0.905791,0.0461281,0.109055,0.240488
3065,0,0,0,0,0.773167,1,1,1,1,0.80522,0.654047,0.717572,0.325479,0.0260615,0.723923,0.911074,0.723721,0.665703,0.313287
3066,0,0,0,0,0.397228,1,1,1,1,0.153475,0.914512,0.307532,0.661207,0.557732,0.11009,0.202002,0.747433,0.479998,0.386461
3067,0,0,0,0,0.0628442,1,1,1,1,0.720103,0.262518,0.0329672,0.954373,0.168309,0.0790953,0.0634279,0.408797,0.956998,0.868648
3068,0,0,0,0,0.333,1,1,1,1,0.67457,0.194127,0.0889057,0.398493,0.105201,0.812627,0.0641956,0.418488,0.585793,0.217671
3069,0,0,0,0,0.72986,1,1,1,1,0.893325,0.878878,0.890732,0.00341457,0.0808802,0.638165,0.483413,0.467342,0.035393,0.203516
3070,0,0,0,0,0.284091,1,1,1,1,0.0683602,0.157888,0.898169,0.147455,0.221316,0.306966,0.104454,0.0899637,0.36981,0.779024
3071,0,0,0,0,0.338261,1,1,1,1,0.458716,0.177516,0.389291,0.271343,0.241712,0.807779,0.857136,0.459383,0.140779,0.750461
3072,0,0,0,0,0.598693,1,1,1,1,0.0315108,0.753876,0.419141,0.669676,0.237289,0.886483,0.705069,0.440804,0.616343,0.773429
3073,0,0,0,0,0.981878,1,1,1,1,0.514512,0.920885,0.820009,0.821478,0.0253381,0.909972,0.191288,0.804362,0.194063,0.650004
3074,0,0,0,0,0.282819,1,1,1,1,0.583354,0.921346,0.22359,0.391134,0.778482,0.682973,0.531912,0.528943,0.0212346,0.563423
3075,0,0,0,0,0.632482,1,1,1,1,0.440376,0.233099,0.520108,0.326859,0.938168,0.960912,0.943202,0.711597,0.559605,0.457714
3076,0,0,0,0,0.0418293,1,1,1,1,0.379613,0.279192,0.65782,0.289586,0.470479,0.462181,0.483649,0.120483,0.44406,0.0670031
3077,0,0,0,0,0.786571,1,1,1,1,0.66765,0.458137,0.820312,0.350623,0.990049,0.349255,0.371858,0.553472,0.632074,0.812234
3078,0,0,0,0,0.819201,1,1,1,1,0.152182,0.139093,0.724739,0.113094,0.082295,0.436336,0.672698,0.540009,0.068818,0.0523117
3079,0,0,0,0,0.350686,1,1,1,1,0.726638,0.341897,0.28968,0.188819,0.825546,0.410163,0.632879,0.892549,0.451992,0.300528
3080,0,0,0,0,0.974336,1,1,1,1,0.272304,0.651152,0.340735,0.621559,0.0230094,0.894207,0.253633,0.835243,0.680778,0.405815
3081,0,0,0,0,0.585816,1,1,1,1,0.405518,0.518909,0.0566312,0.841854,0.191607,0.59664,0.910672,0.243919,0.415841,0.63731
3082,0,0,0,0,0.410688,1,1,1,1,0.705521,0.826129,0.411362,0.115684,0.459007,0.303911,0.567676,0.759536,0.654597,0.83998
3083,0,0,0,0,0.639897,1,1,1,1,0.995332,0.461539,0.433697,0.889539,0.715173,0.26894,0.570317,0.120988,0.243276,0.975835
3084,0,0,0,0,0.191799,1,1,1,1,0.299908,0.817689,0.831504,0.896548,0.728361,0.0754233,0.312389,0.36567,0.66124,0.0179094
3085,0,0,0,0,0.254727,1,1,1,1,0.072602,0.133593,0.650807,0.376513,0.70127,0.410343,0.0311103,0.54125,0.82103,0.0264421
3086,0,0,0,0,0.31035,1,1,1,1,0.915981,0.717962,0.523668,0.486298,0.838949,0.766944,0.462133,0.478846,0.0668516,0.279822
3087,0,0,0,0,0.216459,1,1,1,1,0.9634,0.0081826,0.385774,0.275788,0.373853,0.0470134,0.293698,0.565652,0.119615,0.427291
