ID,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,PX0,PY0,PX1,PY1,PX2,PY2,PX3,PY3,PX4,PY4,PX5,PY5,PX6,PY6,PX7,PY7,PX8,PY8,PX9,PY9,PX10,PY10,PX11,PY11
71981,0,0,0,0,0.0791652,0.172258,0.269687,0.446449,0.622985,0.773097,0.860731,0.96204,1,1,1,1,0.0974295,0.572742,0.0598568,0.780086,0.556432,0.288319,0.539463,0.256379,0.100984,0.824652,0.629616,0.221556,0.498551,0.926851,0.167048,0.321555,0.00606054,0.689841,0.896263,0.757215,0.778251,0.554252,0.762765,0.580928
71982,0,0,0,0,0.101889,0.210125,0.244908,0.274147,0.47181,0.543834,0.590747,0.83311,1,1,1,1,0.345839,0.682842,0.0497731,0.902272,0.971161,0.589236,0.15865,0.0721452,0.413889,0.788266,0.293701,0.91244,0.715118,0.46075,0.233995,0.721178,0.150591,0.130258,0.478393,0.928842,0.68451,0.241158,0.50977,0.130959
71983,0,0,0,0,0.210377,0.24808,0.374722,0.515651,0.61963,0.732129,0.899019,0.971817,1,1,1,1,0.515952,0.593607,0.493019,0.487113,0.182843,0.651669,0.559258,0.596732,0.439935,0.852959,0.509172,0.155053,0.313709,0.743167,0.876231,0.4643,0.873425,0.354624,0.393142,0.557935,0.595781,0.902912,0.688894,0.69767
71984,0,0,0,0,0.0710863,0.140653,0.160444,0.215826,0.426203,0.446177,0.892573,0.961828,1,1,1,1,0.109258,0.703396,0.735193,0.292101,0.355065,0.294451,0.888833,0.795,0.147411,0.398005,0.950053,0.46112,0.141172,0.826284,0.92542,0.0145964,0.180908,0.318562,0.572531,0.77669,0.221474,0.261425,0.47436,0.596196
71985,0,0,0,0,0.0563074,0.48251,0.612108,0.692768,0.833421,0.895964,0.934136,0.96705,1,1,1,1,0.129598,0.875847,0.363188,0.484663,0.170298,0.252021,0.279663,0.317709,0.650026,0.229716,0.778829,0.791198,0.0560004,0.704249,0.805794,0.236909,0.0228113,0.378325,0.0135984,0.244285,0.639751,0.487958,0.840482,0.800195
71986,0,0,0,0,0.173737,0.197766,0.230715,0.326748,0.340316,0.844238,0.883004,0.938857,1,1,1,1,0.709267,0.330238,0.0967711,0.879565,0.582259,0.376434,0.197274,0.232285,0.60615,0.976103,0.0234828,0.662151,0.680353,0.829277,0.899059,0.703164,0.207602,0.912658,0.947449,0.847353,0.400616,0.787931,0.647548,0.334752
71987,0,0,0,0,0.164687,0.183931,0.225831,0.238127,0.294868,0.411864,0.458163,0.655928,1,1,1,1,0.528003,0.0356278,0.762569,0.110262,0.412062,0.959844,0.342547,0.018212,0.935947,0.36603,0.680363,0.6163,0.195307,0.579422,0.319464,0.40291,0.492079,0.266913,0.250263,0.892695,0.0548441,0.897811,0.227447,0.899082
71988,0,0,0,0,0.335662,0.399052,0.500349,0.616686,0.700664,0.751357,0.800617,0.960758,1,1,1,1,0.200315,0.0574371,0.294194,0.612377,0.0172808,0.636741,0.630589,0.953228,0.00277075,0.310952,0.569528,0.198078,0.890373,0.888991,0.600987,0.382453,0.155905,0.85125,0.275148,0.210749,0.749061,0.502595,0.109831,0.987188
71989,0,0,0,0,0.193545,0.213859,0.49288,0.519939,0.683213,0.778024,0.882595,0.965216,1,1,1,1,0.094811,0.313041,0.768638,0.731552,0.94363,0.721866,0.734323,0.254582,0.291393,0.9324,0.144955,0.180385,0.533388,0.527408,0.336289,0.384638,0.802556,0.547038,0.133699,0.305151,0.656869,0.120887,0.265909,0.992531
71990,0,0,0,0,0.0479248,0.0827089,0.0946101,0.14665,0.316586,0.633374,0.653236,0.953105,1,1,1,1,0.506586,0.733854,0.509575,0.450216,0.455719,0.243898,0.704798,0.747112,0.176298,0.849754,0.927497,0.709686,0.377162,0.263787,0.0943239,0.179718,0.810825,0.228023,0.484869,0.467694,0.34891,0.750778,0.460225,0.86885
71991,0,0,0,0,0.0143925,0.0992864,0.186587,0.356884,0.404809,0.495101,0.667628,0.867743,1,1,1,1,0.781778,0.604186,0.103452,0.237498,0.848084,0.808251,0.98461,0.024382,0.658004,0.912107,0.734068,0.0351656,0.175894,0.828392,0.214883,0.986718,0.0564149,0.699752,0.454412,0.405325,0.450531,0.914637,0.274175,0.0839044
71992,0,0,0,0,0.0318197,0.122062,0.173308,0.218407,0.402228,0.617163,0.71645,0.734599,1,1,1,1,0.77108,0.424085,0.94737,0.579331,0.408695,0.971752,0.237335,0.320802,0.70582,0.272501,0.496696,0.534212,0.487384,0.483414,0.590627,0.187136,0.937827,0.995952,0.637667,0.852464,0.270127,0.721572,0.720207,0.627011
71993,0,0,0,0,0.0354599,0.172731,0.252039,0.39114,0.415729,0.597196,0.609547,0.75191,1,1,1,1,0.642492,0.66382,0.752639,0.0511866,0.635572,0.989974,0.371989,0.341392,0.262475,0.868685,0.875604,0.749859,0.352099,0.46623,0.936995,0.289926,0.462182,0.574663,0.14239,0.732309,0.296234,0.862597,0.35932,0.418297
71994,0,0,0,0,0.189327,0.289026,0.356966,0.541065,0.787529,0.88563,0.941236,0.96026,1,1,1,1,0.92537,0.303225,0.0513011,0.915344,0.675214,0.392693,0.177819,0.543899,0.268296,0.927678,0.895998,0.734527,0.864673,0.185923,0.196709,0.439336,0.328313,0.929018,0.73557,0.190909,0.288339,0.153867,0.788105,0.679479
71995,0,0,0,0,0.0860698,0.186354,0.20044,0.230481,0.24018,0.571709,0.587447,0.727419,1,1,1,1,0.84429,0.408267,0.800974,0.519504,0.80096,0.978794,0.0634029,0.0692562,0.906472,0.9594,0.803783,0.771145,0.145324,0.000492087,0.210481,0.473637,0.929511,0.946051,0.664546,0.217849,0.099918,0.452651,0.897328,0.289245
71996,0,0,0,0,0.200374,0.263908,0.291587,0.319631,0.376864,0.628665,0.699465,0.907077,1,1,1,1,0.995714,0.887044,0.0912129,0.796673,0.865838,0.154616,0.86593,0.77231,0.114016,0.669713,0.543455,0.25934,0.670205,0.753936,0.732977,0.599715,0.699987,0.397523,0.817565,0.799905,0.850174,0.714893,0.0891495,0.0903539
71997,0,0,0,0,0.0151945,0.0593569,0.558243,0.61745,0.76777,0.822151,0.917986,0.951897,1,1,1,1,0.129746,0.446203,0.565394,0.902055,0.560219,0.235107,0.44551,0.819559,0.905311,0.199445,0.552536,0.505027,0.899432,0.950058,0.322591,0.699337,0.800232,0.0374838,0.788486,0.890586,0.93873,0.108117,0.18138,0.567396
71998,0,0,0,0,0.0271764,0.46226,0.521617,0.54491,0.592422,0.640525,0.818373,0.92746,1,1,1,1,0.50556,0.182844,0.853952,0.0657788,0.417951,0.299462,0.885338,0.323262,0.498907,0.437873,0.828289,0.398339,0.387932,0.15088,0.0976762,0.188164,0.188364,0.886163,0.0787502,0.127094,0.99428,0.26013,0.69449,0.0094741
71999,0,0,0,0,0.103044,0.382462,0.441961,0.469138,0.558134,0.790041,0.830798,0.920344,1,1,1,1,0.727754,0.446374,0.0929552,0.145705,0.745836,0.978293,0.468968,0.244743,0.416167,0.297257,0.643082,0.804098,0.448137,0.740758,0.992262,0.6365,0.626921,0.0710126,0.763595,0.621201,0.331143,0.458085,0.630675,0.149516
72000,0,0,0,0,0.0946255,0.305924,0.41135,0.477088,0.574028,0.640186,0.74323,0.880487,1,1,1,1,0.828836,0.562093,0.976504,0.574672,0.540386,0.445471,0.819415,0.956553,0.742728,0.462497,0.760651,0.190864,0.203255,0.752913,0.827365,0.830176,0.823926,0.590959,0.451377,0.155069,0.049044,0.0820513,0.304585,0.969388
72001,0,0,0,0,0.100769,0.112782,0.308375,0.6143,0.658189,0.68681,0.777702,0.831287,1,1,1,1,0.44258,0.550532,0.880596,0.982966,0.996003,0.70001,0.939519,0.738731,0.162507,0.70017,0.929596,0.365762,0.453083,0.75696,0.195938,0.277009,0.34792,0.647315,0.432077,0.396964,0.729366,0.736662,0.366352,0.369552
72002,0,0,0,0,0.20576,0.306529,0.376217,0.464939,0.547571,0.702282,0.761917,0.778129,1,1,1,1,0.237343,0.494895,0.0837353,0.233346,0.194906,0.023254,0.972077,0.357413,0.723424,0.901673,0.723176,0.176506,0.658633,0.919114,0.453515,0.00655294,0.566429,0.885592,0.403517,0.295795,0.622254,0.769869,0.665347,0.453542
72003,0,0,0,0,0.371421,0.40128,0.490269,0.538643,0.707809,0.737598,0.836361,0.866485,1,1,1,1,0.871112,0.390264,0.935628,0.0660182,0.413518,0.907705,0.423431,0.136942,0.809378,0.146607,0.313448,0.468011,0.0657209,0.766963,0.474564,0.63215,0.652556,0.878081,0.927945,0.27481,0.64795,0.593292,0.728352,0.19552
72004,0,0,0,0,0.0626413,0.256759,0.339186,0.479014,0.741417,0.800544,0.874931,0.964568,1,1,1,1,0.0980734,0.47427,0.803616,0.511592,0.381976,0.227047,0.648534,0.191353,0.373654,0.961982,0.659364,0.439375,0.728945,0.133928,0.0715249,0.381501,0.0120092,0.99947,0.656311,0.659959,0.592762,0.384663,0.855479,0.964183
72005,0,0,0,0,0.0903769,0.431531,0.751191,0.903834,0.928852,0.952517,0.964284,0.991493,1,1,1,1,0.813457,0.28263,0.574233,0.195432,0.509678,0.222767,0.386786,0.883332,0.184749,0.0461501,0.322707,0.913694,0.180079,0.394232,0.295195,0.192088,0.393702,0.951506,0.852046,0.986464,0.336169,0.707525,0.950647,0.2111
72006,0,0,0,0,0.0649536,0.34857,0.357076,0.633423,0.70279,0.779115,0.906112,0.914296,1,1,1,1,0.714161,0.565727,0.0992658,0.223839,0.788493,0.486051,0.10717,0.973242,0.532201,0.429877,0.886936,0.71228,0.824109,0.182132,0.904368,0.217811,0.133638,0.756414,0.204275,0.469806,0.46394,0.154922,0.680906,0.428224
72007,0,0,0,0,0.229271,0.28183,0.509895,0.605798,0.620019,0.744043,0.903009,0.988713,1,1,1,1,0.48564,0.110124,0.676032,0.0178414,0.540001,0.562968,0.730121,0.364111,0.7451,0.634489,0.581922,0.878738,0.390904,0.786197,0.348544,0.854843,0.941118,0.0294502,0.283067,0.847231,0.662873,0.640143,0.84372,0.727827
72008,0,0,0,0,0.0119917,0.241263,0.254167,0.2782,0.488375,0.560031,0.672402,0.874185,1,1,1,1,0.247112,0.16002,0.844799,0.977234,0.524131,0.589899,0.611723,0.106052,0.468637,0.00262677,0.892249,0.817181,0.85747,0.833367,0.846631,0.140537,0.680598,0.509504,0.78068,0.524318,0.23733,0.769393,0.268361,0.744272
72009,0,0,0,0,0.116536,0.138672,0.543501,0.578641,0.604911,0.746635,0.780841,0.875273,1,1,1,1,0.0342056,0.404829,0.465609,0.558336,0.994728,0.0773323,0.664389,0.463365,0.0799591,0.556638,0.280546,0.937429,0.390005,0.127177,0.0779661,0.0706033,0.63668,0.858646,0.594921,0.874011,0.628039,0.863282,0.618283,0.300441
72010,0,0,0,0,0.075736,0.146256,0.157375,0.291147,0.470825,0.608974,0.747646,0.938216,1,1,1,1,0.0705205,0.339177,0.538229,0.147853,0.00356562,0.00159424,0.227812,0.560203,0.28214,0.165241,0.950209,0.409316,0.243207,0.020812,0.0459969,0.101853,0.615733,0.920008,0.729892,0.479015,0.538291,0.0303333,0.354288,0.41074
72011,0,0,0,0,0.149068,0.269591,0.440215,0.533053,0.594837,0.732044,0.810446,0.954036,1,1,1,1,0.277393,0.829376,0.294109,0.280958,0.83097,0.521921,0.841162,0.11311,0.687162,0.79137,0.522427,0.930369,0.812182,0.568424,0.0322224,0.427916,0.488431,0.762115,0.906931,0.0267221,0.792448,0.261219,0.437462,0.401423
72012,0,0,0,0,0.195475,0.23468,0.385029,0.524874,0.626043,0.672007,0.874188,0.965089,1,1,1,1,0.248145,0.0914041,0.100562,0.770066,0.932566,0.213672,0.457228,0.723936,0.736099,0.387597,0.536119,0.304522,0.41982,0.964034,0.792954,0.181935,0.870965,0.819676,0.974383,0.132184,0.257138,0.375805,0.864227,0.851976
72013,0,0,0,0,0.165667,0.178661,0.483148,0.60896,0.696308,0.891782,0.930987,0.982917,1,1,1,1,0.286879,0.335242,0.644255,0.219445,0.548914,0.101483,0.943381,0.285013,0.489081,0.479499,0.589536,0.908901,0.443534,0.382489,0.0908353,0.314498,0.202165,0.0652183,0.446682,0.459303,0.441024,0.31091,0.311279,0.965898
72014,0,0,0,0,0.0463596,0.120829,0.286496,0.411634,0.787405,0.867699,0.928486,0.975916,1,1,1,1,0.500909,0.127403,0.398106,0.0498237,0.228886,0.341486,0.334837,0.717967,0.820986,0.924372,0.626867,0.264519,0.306862,0.717703,0.579018,0.509027,0.782921,0.0257001,0.96833,0.223945,0.33661,0.279609,0.189842,0.319526
72015,0,0,0,0,0.011468,0.0502407,0.0607968,0.147997,0.221898,0.434493,0.472431,0.494706,1,1,1,1,0.539037,0.444465,0.837229,0.767923,0.785951,0.172066,0.48589,0.606937,0.0964382,0.112757,0.871457,0.4033,0.83046,0.450474,0.912327,0.613381,0.476175,0.880657,0.837326,0.812784,0.160266,0.0271679,0.132311,0.136182
72016,0,0,0,0,0.164023,0.175491,0.268862,0.36919,0.49076,0.549887,0.824243,0.874484,1,1,1,1,0.0591267,0.779391,0.280657,0.231193,0.265281,0.887595,0.327631,0.378038,0.759051,0.730931,0.208498,0.209526,0.643257,0.821879,0.6857,0.523914,0.659205,0.498484,0.68418,0.686373,0.630795,0.820362,0.83437,0.691592
72017,0,0,0,0,0.0773883,0.118035,0.176612,0.210082,0.306985,0.352103,0.568148,0.579272,1,1,1,1,0.954882,0.649847,0.781079,0.220163,0.537442,0.10871,0.598201,0.296493,0.839641,0.806699,0.506018,0.482898,0.628579,0.191718,0.00681218,0.287784,0.690203,0.690992,0.974156,0.320998,0.511355,0.808526,0.0125896,0.335598
72018,0,0,0,0,0.0852027,0.27663,0.313297,0.394665,0.620282,0.664475,0.893594,0.961194,1,1,1,1,0.229119,0.899115,0.527148,0.766561,0.00782467,0.125349,0.063054,0.847465,0.932048,0.569072,0.330363,0.560627,0.760791,0.337175,0.84841,0.450994,0.0281677,0.822567,0.771992,0.539522,0.631093,0.784581,0.87512,0.708481
72019,0,0,0,0,0.00909635,0.0526342,0.33513,0.344621,0.447299,0.741079,0.902691,0.955411,1,1,1,1,0.29378,0.147429,0.660156,0.301604,0.272778,0.72321,0.14907,0.204826,0.292282,0.479433,0.765453,0.053073,0.816608,0.613863,0.504067,0.844776,0.43643,0.276058,0.384298,0.0675232,0.0606395,0.259419,0.776005,0.0218332
72020,0,0,0,0,0.232695,0.292354,0.330004,0.480732,0.739653,0.78455,0.829138,0.887391,1,1,1,1,0.102841,0.562846,0.0426831,0.375619,0.286056,0.191753,0.580445,0.578338,0.671185,0.345898,0.631411,0.487794,0.959762,0.135478,0.332569,0.396192,0.411536,0.716868,0.463715,0.472175,0.976286,0.23972,0.494009,0.320908
72021,0,0,0,0,0.280748,0.305622,0.418231,0.550782,0.579017,0.633681,0.76148,0.783476,1,1,1,1,0.795541,0.523415,0.26301,0.0815969,0.715168,0.843455,0.659935,0.386353,0.189353,0.291346,0.874147,0.149114,0.426823,0.206716,0.545306,0.838359,0.923584,0.00902158,0.310534,0.89987,0.248741,0.804543,0.220778,0.541095
72022,0,0,0,0,0.044067,0.0622918,0.136946,0.349689,0.375466,0.424786,0.845768,0.91832,1,1,1,1,0.284895,0.568632,0.660614,6.29509e-05,0.412086,0.320549,0.386416,0.601439,0.611895,0.260563,0.750553,0.0387178,0.467279,0.29586,0.877077,0.390863,0.304881,0.187611,0.290733,0.553623,0.992154,0.51151,0.0947179,0.625836
72023,0,0,0,0,0.0513158,0.0621134,0.132995,0.147513,0.443894,0.637328,0.783306,0.865735,1,1,1,1,0.0853999,0.421905,0.330407,0.405949,0.808321,0.931846,0.0178436,0.0688835,0.682399,0.0565614,0.536162,0.978259,0.933638,0.927025,0.28314,0.121249,0.217758,0.836763,0.113404,0.729268,0.931481,0.739239,0.79156,0.306947
72024,0,0,0,0,0.0660577,0.213571,0.4517,0.503015,0.642187,0.776451,0.884738,0.929827,1,1,1,1,0.28764,0.381722,0.553462,0.0959609,0.313568,0.571306,0.164844,0.995967,0.627867,0.701007,0.974226,0.561505,0.628032,0.257366,0.682755,0.845789,0.0941294,0.796159,0.575057,0.0256104,0.535398,0.366617,0.332558,0.318704
72025,0,0,0,0,0.226628,0.296801,0.312427,0.35774,0.377136,0.590707,0.70018,0.815442,1,1,1,1,0.767033,0.0257877,0.198306,0.338339,0.190632,0.194273,0.966206,0.891639,0.168499,0.527712,0.519671,0.425866,0.210466,0.36546,0.519995,0.00662505,0.940517,0.545606,0.542023,0.307134,0.878163,0.860727,0.311078,0.654614
72026,0,0,0,0,0.061347,0.104128,0.155681,0.582304,0.637889,0.746388,0.808932,0.937708,1,1,1,1,0.252415,0.898487,0.696079,0.443048,0.0927598,0.662285,0.334686,0.261259,0.189997,0.854357,0.687125,0.400463,0.219817,0.20712,0.407089,0.160334,0.752726,0.949112,0.467468,0.630889,0.809839,0.778546,0.285503,0.122266
72027,0,0,0,0,0.0360608,0.221673,0.278966,0.325802,0.45323,0.844992,0.906339,0.916855,1,1,1,1,0.536375,0.800207,0.504395,0.629135,0.462493,0.839081,0.890394,0.65249,0.693438,0.577519,0.052953,0.913256,0.784639,0.460042,0.07359,0.537365,0.409153,0.541058,0.168254,0.218992,0.319604,0.453757,0.341258,0.475285
72028,0,0,0,0,0.281685,0.375346,0.454803,0.48772,0.692419,0.813521,0.919209,0.93953,1,1,1,1,0.126009,0.410734,0.0823649,0.588501,0.249815,0.972759,0.240991,0.943253,0.550278,0.293944,0.856509,0.334917,0.753985,0.930099,0.872282,0.163138,0.471157,0.040536,0.38213,0.790761,0.494293,0.723388,0.266046,0.530354
72029,0,0,0,0,0.379608,0.440831,0.501301,0.541908,0.599674,0.834411,0.907254,0.968862,1,1,1,1,0.528031,0.942235,0.427562,0.769022,0.885488,0.977841,0.0629654,0.741997,0.312758,0.816951,0.672096,0.18504,0.980089,0.143253,0.225576,0.362219,0.934014,0.719869,0.085607,0.20006,0.250223,0.0879608,0.68778,0.625569
72030,0,0,0,0,0.0657778,0.354864,0.466104,0.520453,0.607686,0.616838,0.717592,0.748729,1,1,1,1,0.261974,0.737884,0.427396,0.239814,0.800849,0.169393,0.552572,0.6178,0.841489,0.737613,0.597889,0.984742,0.963189,0.960108,0.918757,0.683058,0.045715,0.118817,0.933281,0.133676,0.806597,0.55885,0.140845,0.307898
72031,0,0,0,0,0.104572,0.244514,0.272811,0.424784,0.627676,0.649096,0.817098,0.931505,1,1,1,1,0.455476,0.035082,0.856652,0.256325,0.204475,0.409225,0.874125,0.0459642,0.146838,0.472014,0.0307066,0.110027,0.432122,0.949463,0.793085,0.477837,0.06828,0.726366,0.611513,0.874877,0.285216,0.752358,0.182775,0.751321
72032,0,0,0,0,0.0249928,0.125866,0.140342,0.397008,0.501579,0.565127,0.747912,0.881352,1,1,1,1,0.459866,0.101166,0.360897,0.664341,0.510391,0.235021,0.710306,0.657229,0.707035,0.741012,0.767255,0.139157,0.690475,0.560341,0.616994,0.758755,0.286707,0.228507,0.633632,0.571923,0.980865,0.816407,0.323244,0.253676
72033,0,0,0,0,0.0309508,0.0444647,0.184841,0.257983,0.609591,0.634584,0.686421,0.905085,1,1,1,1,0.227032,0.862476,0.689334,0.737423,0.0974975,0.39964,0.394652,0.804533,0.140652,0.161907,0.94369,0.831127,0.722248,0.560684,0.589882,0.00895497,0.789191,0.223514,0.580878,0.770057,0.0399217,0.904122,0.023733,0.787834
72034,0,0,0,0,0.0568085,0.207751,0.422224,0.443368,0.474318,0.52133,0.732301,0.756648,1,1,1,1,0.548897,0.323918,0.995406,0.646394,0.723558,0.390058,0.450927,0.86421,0.551965,0.394617,0.695337,0.274213,0.955302,0.285219,0.283168,0.744493,0.508733,0.864046,0.51455,0.548655,0.768168,0.538283,0.336488,0.812633
72035,0,0,0,0,0.0720062,0.0941822,0.150991,0.531717,0.651201,0.828654,0.864255,0.9189,1,1,1,1,0.380727,0.727707,0.403042,0.104284,0.117765,0.853969,0.968494,0.66973,0.248587,0.66383,0.943942,0.203888,0.949049,0.22711,0.948381,0.457782,0.091156,0.462931,0.00643719,0.859324,0.00121356,0.342926,0.671958,0.444581
72036,0,0,0,0,0.021132,0.0540749,0.205066,0.314147,0.344256,0.736783,0.789436,0.965348,1,1,1,1,0.378908,0.231696,0.636002,0.496673,0.0856653,0.604496,0.166403,0.334252,0.268326,0.110345,0.53814,0.217375,0.337455,0.486521,0.675158,0.428611,0.949452,0.681595,0.287935,0.950666,0.0245204,0.959893,0.395247,0.888776
72037,0,0,0,0,0.0405708,0.127493,0.225756,0.39071,0.483248,0.50438,0.611178,0.693812,1,1,1,1,0.372785,0.840929,0.106797,0.97728,0.00733153,0.441049,0.245607,0.117676,0.979189,0.462982,0.455131,0.465711,0.138139,0.883742,0.415163,0.819734,0.171677,0.365829,0.844254,0.131569,0.761076,0.73303,0.185644,0.075223
72038,0,0,0,0,0.0139236,0.197007,0.402746,0.539816,0.674566,0.69673,0.765572,0.898365,1,1,1,1,0.477558,0.233087,0.052227,0.723165,0.350764,0.0314163,0.186146,0.805895,0.497127,0.324286,0.689636,0.91229,0.14402,0.861313,0.278119,0.988274,0.992882,0.0391954,0.721305,0.178527,0.114418,0.415117,0.569237,0.154989
72039,0,0,0,0,0.0152157,0.143643,0.34065,0.399095,0.47799,0.491914,0.558064,0.633523,1,1,1,1,0.998659,0.0661506,0.39773,0.349423,0.0975669,0.583877,0.155318,0.594694,0.908163,0.844954,0.506984,0.0521824,0.706267,0.785103,0.0404568,0.699149,0.824299,0.761762,0.877676,0.938717,0.176879,0.446913,0.0937065,0.0752442
72040,0,0,0,0,0.389908,0.431753,0.489499,0.539477,0.576684,0.829507,0.961747,0.981413,1,1,1,1,0.412946,0.747177,0.655631,0.996823,0.902495,0.250325,0.904985,0.747449,0.75731,0.957168,0.453716,0.542413,0.997625,0.152865,0.366712,0.759386,0.0305412,0.305429,0.936265,0.477454,0.399136,0.011509,0.621097,0.0326584
72041,0,0,0,0,0.110352,0.159166,0.280845,0.290918,0.42458,0.687036,0.901009,0.964057,1,1,1,1,0.195108,0.386731,0.479179,0.445434,0.291716,0.226628,0.202743,0.248884,0.680343,0.745156,0.246508,0.833208,0.111868,0.00589458,0.86375,0.417298,0.942159,0.341204,0.816433,0.953668,0.9623,0.849092,0.443167,0.924047
72042,0,0,0,0,0.138387,0.189621,0.198285,0.234227,0.35745,0.825423,0.867269,0.898703,1,1,1,1,0.677649,0.166214,0.6046,0.969365,0.392842,0.807343,0.218249,0.0731853,0.552499,0.464757,0.906394,0.664368,0.470652,0.770143,0.0816656,0.412811,0.111347,0.898099,0.36648,0.0736473,0.747191,0.809647,0.997694,0.0280355
72043,0,0,0,0,0.0117415,0.215593,0.272483,0.369192,0.405214,0.696698,0.705061,0.879638,1,1,1,1,0.991637,0.96205,0.836634,0.384479,0.769393,0.054883,0.457664,0.321892,0.51964,0.364058,0.98626,0.990292,0.134202,0.0679259,0.403103,0.245549,0.966025,0.769583,0.319196,0.713216,0.57923,0.31689,0.741251,0.813457
72044,0,0,0,0,0.178603,0.251048,0.481904,0.539543,0.62024,0.776844,0.812026,0.951481,1,1,1,1,0.331242,0.109118,0.0811771,0.100635,0.164001,0.538841,0.422527,0.683641,0.9029,0.408788,0.673933,0.0371011,0.476714,0.0770365,0.28265,0.442738,0.846619,0.601846,0.155954,0.425849,0.918735,0.897205,0.239306,0.134329
72045,0,0,0,0,0.02775,0.11479,0.215724,0.282578,0.293393,0.854299,0.902818,0.948894,1,1,1,1,0.921144,0.25978,0.0521163,0.0851447,0.798621,0.474644,0.768786,0.701521,0.883431,0.442719,0.738622,0.360145,0.519755,0.0212713,0.802883,0.366375,0.623117,0.958837,0.792224,0.541852,0.856042,0.0315304,0.676181,0.632886
72046,0,0,0,0,0.140824,0.188433,0.283467,0.836639,0.846725,0.870081,0.880764,0.901539,1,1,1,1,0.553173,0.906416,0.0340387,0.351794,0.381059,0.802824,0.0533141,0.26449,0.245543,0.791936,0.624635,0.765299,0.813207,0.427518,0.131674,0.436324,0.386355,0.923898,0.978176,0.242398,0.955428,0.654357,0.875284,0.238006
72047,0,0,0,0,0.0793831,0.213457,0.26352,0.376818,0.40189,0.411148,0.530384,0.980922,1,1,1,1,0.282598,0.683588,0.241747,0.547088,0.929131,0.0336828,0.171723,0.69443,0.84689,0.599241,0.826104,0.283214,0.985596,0.750001,0.26139,0.227993,0.705429,0.915747,0.103277,0.943436,0.785828,0.0933509,0.0842597,0.683659
72048,0,0,0,0,0.087832,0.10691,0.351352,0.395582,0.490318,0.582065,0.627592,0.984434,1,1,1,1,0.0947362,0.643637,0.810608,0.0238676,0.67732,0.982331,0.718298,0.52421,0.581572,0.544401,0.807424,0.567168,0.294402,0.0688142,0.795162,0.999832,0.984562,0.898439,0.943267,0.77039,0.991789,0.0275269,0.454049,0.368607
72049,0,0,0,0,0.236655,0.294378,0.54064,0.588007,0.749967,0.784696,0.913048,0.929093,1,1,1,1,0.16196,0.514186,0.304912,0.144291,0.232483,0.829122,0.725863,0.776885,0.636547,0.293031,0.0712871,0.705361,0.088193,0.0711188,0.689922,0.986631,0.014386,0.460312,0.978421,0.0419129,0.914362,0.347028,0.148823,0.898796
72050,0,0,0,0,0.0590481,0.155567,0.230406,0.274352,0.35793,0.480439,0.696207,0.892432,1,1,1,1,0.298882,0.845552,0.894259,0.531365,0.674675,0.620122,0.30825,0.311221,0.913153,0.379537,0.0165819,0.00134639,0.450656,0.706504,0.987978,0.465042,0.166817,0.966399,0.506955,0.0811786,0.313427,0.655778,0.979974,0.24252
72051,0,0,0,0,0.0283837,0.170041,0.25879,0.325178,0.383455,0.563144,0.753063,0.812111,1,1,1,1,0.541759,0.124665,0.889295,0.216434,0.744787,0.197545,0.527655,0.65794,0.577082,0.544237,0.659287,0.0277379,0.250741,0.647265,0.49278,0.417558,0.613663,0.999734,0.498737,0.92709,0.655512,0.478711,0.16961,0.547944
72052,0,0,0,0,0.062393,0.14966,0.232434,0.291771,0.492382,0.586056,0.712804,0.844846,1,1,1,1,0.0593367,0.779578,0.128242,0.256882,0.307233,0.786182,0.833964,0.851471,0.445469,0.861702,0.102212,0.0927335,0.354482,0.51977,0.706397,0.354216,0.018507,0.633487,0.00972802,0.497218,0.803097,0.557672,0.250282,0.128275
72053,0,0,0,0,0.101844,0.179621,0.30703,0.333903,0.536164,0.625674,0.814648,0.951319,1,1,1,1,0.356543,0.548653,0.799616,0.142725,0.382617,0.651086,0.588194,0.244319,0.753298,0.680928,0.598801,0.273069,0.387325,0.953017,0.291576,0.020812,0.962745,0.788794,0.823909,0.520417,0.0390754,0.952184,0.106473,0.101468
72054,0,0,0,0,0.0487346,0.0736555,0.138916,0.338915,0.355765,0.60982,0.894035,0.964589,1,1,1,1,0.174327,0.106646,0.67889,0.556944,0.757732,0.267084,0.801263,0.511031,0.948012,0.400064,0.784099,0.335337,0.35308,0.0756748,0.356149,0.315825,0.864469,0.180058,0.836242,0.903544,0.132242,0.942715,0.00501248,0.234087
72055,0,0,0,0,0.146177,0.31274,0.608588,0.667478,0.702889,0.790412,0.806395,0.922559,1,1,1,1,0.462411,0.288709,0.69586,0.220143,0.555793,0.497123,0.731174,0.503805,0.897187,0.515273,0.839142,0.250267,0.590948,0.195291,0.566092,0.455417,0.375349,0.402334,0.358961,0.507591,0.34505,0.363973,0.741678,0.239084
72056,0,0,0,0,0.012133,0.0212396,0.145961,0.214845,0.475095,0.720329,0.866506,0.934692,1,1,1,1,0.211269,0.502255,0.828732,0.767062,0.999378,0.559906,0.270867,0.896565,0.0751793,0.110008,0.146833,0.666127,0.305299,0.712925,0.121544,0.680648,0.115259,0.480505,0.188239,0.460309,0.844478,0.929916,0.699393,0.547367
